species,strain,sex,organ,finding,severity,n_studies,n_animals,n_affected,mean_incidence_pct,sd_incidence_pct,min_incidence_pct,max_incidence_pct,duration_category,source,confidence,notes,year_min,year_max,severity_scale_version,terminology_version,severity_distribution,source_page,source_table,source_row_label,flags
CYNO,MACACA_FASCICULARIS,F,BRAIN,"perivasculitis, meningeal",ANY,26,285,4,1.4,,0,100,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,"Brain / perivasculitis, meningeal",range_cross_sex
CYNO,MACACA_FASCICULARIS,M,BRAIN,perivascular cuffs,ANY,26,285,4,1.4,,0,100,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Brain / perivascular cuffs,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,BRAIN,perivascular cuffs,ANY,26,285,5,1.75,,0,100,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Brain / perivascular cuffs,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,BRAIN,"mineralization, thalamus",ANY,26,285,5,1.75,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,"Brain / mineralization, thalamus",range_cross_sex
CYNO,MACACA_FASCICULARIS,F,BRAIN,"mineralization, thalamus",ANY,26,285,4,1.4,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,"Brain / mineralization, thalamus",range_cross_sex
CYNO,MACACA_FASCICULARIS,M,BRAIN,focal gliosis/glial scar,ANY,26,285,2,0.7,,0,40,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Brain / focal gliosis/glial scar,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,BRAIN,focal gliosis/glial scar,ANY,26,285,3,1.05,,0,40,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Brain / focal gliosis/glial scar,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,SPINAL CORD,"perivasculitis, meningeal",ANY,9,285,8,2.81,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,"Spinal Cord / perivasculitis, meningeal",range_cross_sex
CYNO,MACACA_FASCICULARIS,F,SPINAL CORD,"perivasculitis, meningeal",ANY,9,285,5,1.75,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,"Spinal Cord / perivasculitis, meningeal",range_cross_sex
CYNO,MACACA_FASCICULARIS,M,SCIATIC NERVE,"inflammation, perineural",ANY,9,285,1,0.35,,0,33.3,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,"Sciatic Nerve / inflammation, perineural",range_cross_sex
CYNO,MACACA_FASCICULARIS,F,SCIATIC NERVE,"inflammation, perineural",ANY,9,285,3,1.05,,0,33.3,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,"Sciatic Nerve / inflammation, perineural",range_cross_sex
CYNO,MACACA_FASCICULARIS,M,SCIATIC NERVE,perivasculitis,ANY,9,285,1,0.35,,0,33.3,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Sciatic Nerve / perivasculitis,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,SCIATIC NERVE,perivasculitis,ANY,9,285,2,0.7,,0,33.3,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Sciatic Nerve / perivasculitis,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,SKELETAL MUSCLE,inflammatory cell infiltrates,ANY,20,285,4,1.4,,0,25,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Skeletal Muscle / inflammatory cell infiltrates,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,SKELETAL MUSCLE,inflammatory cell infiltrates,ANY,20,285,3,1.05,,0,25,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Skeletal Muscle / inflammatory cell infiltrates,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,SKELETAL MUSCLE,histiocyte infiltration/vaccine granuloma,ANY,20,285,3,1.05,,0,33.3,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Skeletal Muscle / histiocyte infiltration/vaccine granuloma,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,SKELETAL MUSCLE,histiocyte infiltration/vaccine granuloma,ANY,20,285,3,1.05,,0,33.3,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Skeletal Muscle / histiocyte infiltration/vaccine granuloma,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,SKELETAL MUSCLE,myositis,ANY,20,285,2,0.7,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Skeletal Muscle / myositis,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,SKELETAL MUSCLE,myositis,ANY,20,285,3,1.05,,0,50,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Skeletal Muscle / myositis,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,BONE,digital fractures,ANY,10,285,5,1.75,,0,40,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Bone / digital fractures,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,BONE,digital fractures,ANY,10,285,2,0.7,,0,40,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Bone / digital fractures,range_cross_sex
CYNO,MACACA_FASCICULARIS,M,BONE,physeal lesions,ANY,10,285,3,1.05,,0,12.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Bone / physeal lesions,range_cross_sex
CYNO,MACACA_FASCICULARIS,F,BONE,physeal lesions,ANY,10,285,2,0.7,,0,12.5,,chamanza_2010,HIGH,,2003,2009,unknown,inhand_pre_2024,,5,Table 7,Bone / physeal lesions,range_cross_sex
